row_id,country_code,year,agricultural_land_area,percentage_of_arable_land_equipped_for_irrigation,cereal_yield,droughts_floods_extreme_temps,forest_area,total_land_area,fertility_rate,life_expectancy,rural_population,total_population,urban_population,population_growth,avg_value_of_food_production,cereal_import_dependency_ratio,food_imports_as_share_of_merch_exports,gross_domestic_product_per_capita_ppp,imports_of_goods_and_services,inequality_index,net_oda_received_percent_gni,net_oda_received_per_capita,tax_revenue_share_gdp,trade_in_services,per_capita_food_production_variability,per_capita_food_supply_variability,adult_literacy_rate,school_enrollment_rate_female,school_enrollment_rate_total,avg_supply_of_protein_of_animal_origin,caloric_energy_from_cereals_roots_tubers,access_to_improved_sanitation,access_to_improved_water_sources,anemia_prevalence,obesity_prevalence,open_defecation,hiv_incidence,rail_lines_density,access_to_electricity,co2_emissions,unemployment_rate,total_labor_force,military_expenditure_share_gdp,proportion_of_seats_held_by_women_in_gov,political_stability
10,2ddc563,2015,16767.6218582739,,3095.32488661191,,3278.32767395762,28827.5599308627,1.60972603501035,75.5673375364485,1070889.05245574,2903656.60515912,1826512.95255934,0.367456530247006,,,,8105.83411406032,42.295030755009,31.761867592809,3.20420494243798,117.831273567616,20.7795466695994,30.0741145896691,,,,92.4579644260556,91.0436750802779,,,90.4286457794563,100.689535373167,28.1580166380348,,0,0.010185127212237,2.40850003063348,100.389696129764,,18.549766261067,1406863.71620754,4.21593808996167,10.6444079773895,-0.287083269401394
11,b79b5f9,2009,31503.1128715739,8.704189222318,1712.53037073411,1.25777808734797,52568.5814427638,111926.591080563,3.00250897549305,73.5712095666064,3993579.2393994,7992295.07855235,4029123.17187178,2.01100773708691,214.206258884194,52.2118102194033,18.1341909773038,3975.44608339586,58.1715992245807,51.7849273982601,3.18665756670828,57.0839426744917,14.3268465837022,19.7673968686904,2.39494846297325,27.2223792028728,,87.6499875187542,87.281423075576,23.9813375432028,45.747140298471,74.9392159910139,87.7061212968526,16.6892858498881,13.4719549405427,11.7449603973206,0.019962083102435,,79.5162143971703,7889.91225651478,3.24957633458134,3186582.97932747,1.06405356766682,18.0353700884025,-0.332741037857159
12,f787860,2003,99.7183147299237,10.0527731851406,14716.4546796704,,258.893365153435,397.179588919943,2.20262650518407,70.7688732918481,58258.4753438276,110204.043469925,49885.2675299662,0.192088071653492,200.13240128343,99.5279201818518,82.4807767599016,8836.16593816294,49.3707704778868,,1.36255653351445,57.0869812607127,20.6955498439516,41.3456229748146,15.0219075735317,56.9686889432206,,,99.546462500724,42.3841425575175,38.307932325959,77.0340049463295,94.5849145420634,27.9830337795901,14.8317378551251,2.82415340856512,,,83.6174444624416,195.927146837669,19.0292196528704,50997.6783355671,,22.4142185749078,0.789952835942162
13,4080343,2011,36514.1934655909,0.300271721197574,1234.67493985911,,2720.4467866938,53759.3987261962,4.71750735613656,58.4703211359829,4170871.71409761,6811155.0713542,2494241.79214196,2.71455421138875,123.44316123212,14.0433632603971,18.3004804225053,1232.45784591289,55.2097250580604,46.0417855513008,16.7240540028011,80.3346913606937,16.2739810798541,26.0665504203702,5.13748106147615,5.99117511297817,60.325665639768,,,7.9895235187224,71.3297644297587,11.4534584792126,59.9399204452378,51.2896529067411,5.39967042706945,52.1324226548084,0.101691420053788,,39.4831951078465,2433.73617651754,1.8616065525331,3023993.26289725,1.54454632938394,10.9241051073858,-0.182660105540451
14,c408d26,2000,14936.2621479527,6.75596617044023,2153.38758578779,,3353.96712656215,20646.2576783341,3.04098351184991,69.2668267788122,2449477.71521889,5907380.66687152,3397070.61620132,0.72023377422404,136.632277964596,40.5272735710119,17.7522940938372,6465.97715783979,42.477926475883,52.1978344306593,1.37733763939081,30.3926002906403,10.5828273042378,17.8959030569733,3.72680837946271,24.9893308316242,,91.016206590498,89.9389558172065,18.6583167479377,51.1938629408167,63.1873917254233,82.4995970814203,18.0998622758671,13.759525714474,10.623628740873,0.06912687373925,,83.3353593894063,5801.11140248231,6.90962315520631,2248711.52166872,0.933326914571822,9.55133747023881,0.262432837925778
15,e256731,2004,358038.841724415,59.9946613819749,2395.15724539115,,19341.8519050818,762934.965977418,4.08517395206344,63.1591830131429,98348753.0623371,147798280.97902,52632102.3330899,2.02477337108498,181.96066654412,-9.74608201070346,9.02721576487225,3862.08025565553,14.9032327105238,32.6816989876897,1.44398594330517,9.42743581896089,10.4115108402278,8.29196984245405,5.77158834620271,66.7552025883224,,54.9020886597078,66.7288042385019,23.1679372404658,48.4524560459233,44.3485030498329,90.0393200131918,48.0921304370816,3.49612525162342,33.1171978608658,0.010130210256067,1.01191611035577,80.7415397377978,132199.895280302,7.29433010858402,48154021.9353253,4.32333805613994,21.1966095269704,-1.53039204544916
16,99a7c06,2005,1128012.39259075,11.8966223577309,478.902425418498,,113718.628346057,1547914.57582096,2.18850165753743,65.9342817054716,930046.243134915,2519556.48359657,1605865.23974914,1.20159436326741,238.329186821824,66.797183895894,13.8543477250764,6113.9546498152,63.7345119172,,9.08377981290283,86.4705315827454,,32.8279727618771,46.1315648714181,35.6117397442071,,92.5827807506441,93.1902454656382,43.4782396471511,49.3997779989365,53.2082823287035,59.8765592418134,16.4708948252832,10.0226319263362,13.3471163911366,0.009933701452256,0.098914700473547,86.9228607639451,8610.72238109933,3.33018570419683,1056179.42727763,1.19420327980146,6.59829974969869,0.866095661204405
17,a0b37e7,2015,467257.925562582,,2226.48530379782,,107302.441650942,1596251.35107174,1.66965199432311,74.9188132893073,21251212.5487115,78773514.159989,58143363.6100898,1.18120381192014,,,,15811.1624856316,19.3847264027418,,0.028733577701796,1.41234127244593,,,,,,,98.3706518960204,,,88.7720694036097,96.8914748903747,29.0588097779774,,0.551837263781308,0.010059158168868,0.492375176072515,100.901913911833,,11.2660712043839,26310886.846161,2.72547826082819,3.11932960903923,-0.915532467080717
18,d090b87,2000,16571.5666871684,10.3136080143038,947.110646476912,,1100.56178903749,27072.9989158388,4.34912416024247,57.7391760214668,5404577.20939588,8467387.84233571,3041569.41899584,1.71212890703639,99.6592812023746,56.4915630291708,101.998805242682,1759.15438522158,32.755022186045,,5.19459063974587,24.6120268868794,,11.6228743372358,3.75913873423688,53.1235203380946,,,,7.98890781886064,51.6623238834371,20.8079331866901,61.9794948437346,53.0312100764283,6.14764950151205,37.5040870392165,0.211861992046061,,33.9992654964693,1384.72177990717,8.5357425092362,3266611.64283391,,,-0.755657985620265
19,e256731,2006,368486.792850977,62.8406847266295,2508.87752826923,,18379.7038755653,778930.330494668,4.06903645679301,64.2948520580381,102875446.686921,157095233.073994,54223909.0510163,2.05244937740966,185.846834235342,-11.5122914819217,11.8508907784984,4160.26759859012,21.4213095060445,,1.56133468009096,13.6641757097199,10.4325969595044,8.8132722488198,3.48969458526772,39.4068964068303,53.3539695511191,59.1734815342716,66.0997002036271,24.1225621220725,47.6362306086775,48.1766329661306,88.0671417407963,49.488485258754,3.84450514790407,29.0278463668913,0.009850445180363,0.988537045358736,83.289300148722,148335.932181009,5.98491743594227,53330191.7829827,3.67519144146907,20.9644431283212,-2.05666788420454
20,6966b4a,2011,6154.29248797665,1.10620189767332,873.314496755145,,4762.29589924002,10186.4660830498,5.74697674843316,59.0281440937447,748657.562280812,1744385.38288654,1004227.71988848,3.15345992460718,74.9915018421531,45.2242299159481,182.303997421714,1524.78336237239,41.3858739602719,,15.725353960227,76.4420855477536,,23.1616723419288,18.0357679529674,74.7230715803107,,71.0061622460561,69.0566656024527,15.2858739176612,61.7874670779392,59.9445540491992,89.5990853290737,57.5552230529599,6.64863686939629,1.7802206123443,0.15891077265687,,40.6226616009129,451.23548535803,9.4470610886866,549407.432314645,,7.64134120099058,0.009829847622227
21,79c89fd,2009,2.96254110926674,,,,10.1681165268423,50.4208840536091,1.7328365756408,80.9301809754758,0,66821.9069776488,66891.9697083685,0.554665874576876,31.8804947544128,,349.264988834589,58007.468233243,30.6898967196778,,,,,39.6312223763508,0.785170233995615,95.9462532412348,,,,60.5905009538306,23.6150787185685,,,,,0,,,101.971063883999,485.058576928467,,,,,0.722749117901986
22,12c8f8f,2003,18193.9471531909,0.810324995926732,953.661889409097,,3647.26042665632,24814.5274318573,5.33333541491855,52.0960343480208,7065472.98609477,8692096.79029142,1539097.81265563,1.64570350289683,180.868802837919,19.3129051189391,75.928424486605,922.737981531209,23.1554258916506,,18.6176510692733,38.8488523065585,,,11.7769494097405,108.430279536054,,91.161352187043,88.3220588170116,4.01846732477133,53.0122490950977,50.6275900394139,68.9267687326855,20.9203497645283,1.41470965574269,3.97051019198985,0.287027791341248,,7.73436717199328,530.961875447008,1.13660170152689,4337414.40727919,2.46996502347922,48.833438460725,-1.16560194928347
23,3e049d7,2012,959044.479073012,13.3032824855686,4188.55950637905,,90914.4698508915,1229791.5696127,2.57131844450406,57.9192325672706,19743312.3797491,52528734.9777382,34005774.5146892,1.38994521973373,235.00258042155,3.85973730052431,4.073247934648,12470.5431840598,31.4111136112402,,0.271373924101837,20.213715017112,25.4256565477639,9.25702339331261,11.5331942528939,23.6575641517737,95.4356151273524,,,35.6029411577874,52.5220192619265,64.2116643254157,91.9430998218944,25.2413956801831,24.1703329547246,4.11578354268578,1.23491612391237,1.67522193006093,84.0116238811959,460541.015402032,24.7134007667665,19400384.5873954,1.13614782797706,42.3451726469112,-0.020338591506983
24,e509cda,2002,51092.210877555,0.099352463086638,1051.46097528442,,219830.79183622,610918.153548737,5.39833957826377,43.886285628639,2468833.06792525,3893897.4064001,1453423.29399411,1.96528167771142,181.918330737518,17.8622155069372,11.0704705138477,859.667059005048,20.3600224482462,,6.15842115493335,15.3242627987659,,,5.30194283501686,26.6898788326367,,,,17.303260205095,54.7886609370893,17.720376987459,64.1328663655591,49.2941796914154,2.23526526332675,23.3988616346943,0.342510160629494,,6.57571592927479,247.439667536826,6.14254533930764,1622280.43217163,1.06331693636456,7.41969561687572,-1.91057110353539
25,abd1492,2006,1804213.50940261,41.4412177171314,2487.50614382504,,691929.583483676,2964217.95032843,2.89342018376366,66.1808618111348,809345904.208348,1156724336.15311,339634967.7346,1.56334018350588,153.683427689177,-2.0810617451182,4.0651212994017,3430.42091679401,25.021887504006,,0.149561018222758,1.17858182542657,11.5125381881494,13.765628552614,5.66442301989705,31.3059659979156,62.0960245228295,,,9.93113527954001,61.8367443506056,30.9929141197215,84.8999959727802,53.122697789642,2.19807945624472,55.3150668999545,0.019755809922391,1.92944839524566,67.6030531316071,1325546.851686,4.24236963153569,458883401.709726,2.62913298458201,8.13405986051661,-1.05578777207518
26,04952a0,2013,705250.105098694,0.912322155554936,1243.71138281332,,78558.3132728431,921805.903944693,5.78810483671807,53.0368400770228,92519702.8591816,174095900.871319,77632910.8534893,2.70165958525697,205.300893694295,,,5398.57524093723,13.1565539519592,,0.504805890415651,14.4518284760818,1.4787054948755,4.63187219391292,12.5751602205282,24.9523741770233,,,,,,29.5524037017429,65.66885812996,50.0535350680683,8.70604076845273,25.4522448530455,0.218818226977761,,54.586315763438,99168.7961817962,3.74859533301755,53365686.1686167,0.466679324748308,6.80156228590317,-2.06844273617241
27,5dbddf9,2004,379144.603692544,41.765958158079,1315.551123626,,13749.6163837101,661144.121932359,6.91612860952229,58.4274133634083,18829267.5140254,23904004.7773366,5480140.96361155,4.55517520439475,118.805721622101,18.2884904270273,161.797390827429,1071.77731029022,87.9434301901846,,43.346926211638,96.2131118621275,,,14.5712211987733,52.8642747957307,,,,13.1622120420117,76.995269874907,25.6596805735376,37.2012555900082,35.1802917025107,1.52474059074106,23.7674916163381,0.010177871119067,,17.1416206106402,948.759010500289,9.89502838547904,6514465.25532188,2.4123897478525,,-2.30798254227218
28,893d538,2005,133188.102900484,0.201066708654741,1561.59914540704,,34437.7634339755,197983.905069664,6.67968891260399,52.2873058691837,25277750.4168078,28565929.5964796,3728915.26079986,3.41854291051821,171.002505031017,15.8042786657336,33.6777281743141,1252.92094922619,24.8317027969605,43.5273204047949,13.9334042965784,41.6171450332692,,12.4535216378951,3.45429516874944,51.1914629039998,,,,10.8893861492299,45.8630672914196,16.5739767936058,64.7020098705045,37.5055163601316,1.86481675423795,12.2100586488315,0.717483898940276,,9.04181856990727,2158.63649048654,1.92648950387003,10024202.7275271,2.39891025788566,23.6612409753042,-1.43742513118239
29,d3a0eeb,2003,10316396.0431801,3.14770131828666,1124.11570357678,,6484093.97944382,24000264.2982545,5.60386168665659,51.9272266514025,489962912.728818,717799366.701717,234894402.235583,2.68603276596235,151.86879563491,19.0064121214509,9.90086103682353,2473.6542554935,34.475874324773,,5.70648452046971,33.6338604389321,14.164894554024,12.879653933107,0.997305699224162,7.85919336710129,58.1473222062094,63.738568528671,65.0484407644557,10.1196631884419,57.1146479246301,26.4775504098582,57.3351215298791,,,30.9754288631494,0.486873762844886,,29.0395107901101,637609.946510477,8.33686227461208,270830653.795583,1.63252016247909,13.4812742704683,
30,c8e4701,2013,203937.47237205,2.49716430971017,2179.72338755885,,102216.569471935,312783.463726045,5.0256317067481,52.9252633207262,10174912.6541396,21625007.6345504,11654686.6124117,2.51106164998411,270.844832519754,,,2904.65054880399,39.2802461685433,,4.34427671358792,58.7339651926523,14.4639414724138,13.4458630354859,10.1234053093042,29.2470322260491,,65.3113051067468,69.1735314687878,,,21.6789463344562,83.0977548382432,51.2009722396668,7.37896250737254,25.5219655661593,0.150829246218685,0.201967340887703,62.3705390893037,10657.2498622936,2.80155655177335,7266988.90184658,1.3588547748739,10.3637621585856,-1.01560812318765
31,f405b98,2005,37615.7982714978,1.96633188967598,1127.76404714025,,28420.5340774502,71867.0426119582,5.77033681953044,44.171568409295,3512203.6116966,5596407.21660543,2073154.75271144,3.91509684393158,132.237020782354,21.7489480734758,83.9710231343984,1036.40352711555,29.0272332723378,,21.2600524055909,60.8420182165243,8.24579809192754,10.2480940136034,18.9499059514759,20.1375902971219,,,,10.9642258630642,59.6493152432494,11.7510328243134,51.5054735233202,51.3847478276849,3.85637496434593,23.6605758821875,,,11.1681804646085,542.54825423758,3.55005501340365,2062577.33061156,1.424168153247,14.5043837484156,-0.436572847804685
32,7e222a7,2011,51796.9367081421,1.2077508849051,1599.66984415769,,219192.763994683,258844.340647281,4.11483305182418,64.6773741666772,238334.156205129,1702100.08015844,1462673.78522267,3.44177892950796,150.78606286168,85.1249299118671,4.98284768483912,15974.6842609425,17.6433619396153,,0.443312911910711,40.2249865200986,,15.9324072794435,4.28171230362891,33.4075043238888,,,,39.6268712790941,50.8410459552122,41.1254112820846,92.3881269909435,59.2625448804298,12.350751663793,2.72949782558011,0.202886231873915,0.294862744086174,85.2776523850987,4937.45720339261,19.9931864754963,524804.17279281,1.4776692951401,14.3774401722527,0.390238608827051
33,5c2e474,2003,23245.5176793282,1.00059105688002,612.777736139919,,421.224709367561,29989.0688976998,3.74908120254084,45.1303546251541,1518458.84329336,1942053.58025601,410025.482018415,0.840829435322601,58.6084869789243,52.425413297484,31.0090522883797,1895.75515208155,,,4.75494212673807,41.1399243752881,32.8706531914153,30.9638260712823,5.39479278233917,9.09995132508397,,84.1131186345499,79.4211923907677,8.93030956176637,81.0500327481695,25.7920452734134,77.9707891802866,32.737826346109,8.88380328194981,41.880085656521,2.59857886922835,,7.07169305002571,1929.96911773839,30.6503296907496,830983.230284445,2.32614428648591,11.6838006657442,0.071278224489457
34,10aeba6,2012,9490.5707288566,0.100145398511598,3475.80937826879,,22751.0975498924,41714.7204441462,1.54291220637372,74.8046549265953,421269.104451287,1347665.21980084,905933.570677835,-0.360629491171842,399.306512236977,-39.0673520827753,6.03648878481448,25825.229703596,84.7876042033567,32.824702715131,,,1.28394647822207,43.9550250715617,8.04013731560193,44.6201362053636,,98.3282845845885,99.8741403444621,53.3620218539392,37.2691803665186,97.7519851937234,99.45870535896,23.3447529635858,21.8298581225434,0,,1.8239913661083,100.636214668766,17609.7523086631,10.1705293164458,674618.491183966,1.90626534024317,21.0930546691335,0.599964626979513
35,0b6e276,2004,448.312199082785,33.8734004516804,,,1247.27506798751,3714.86100254067,2.32698963954002,74.1138403780319,109733.248384698,247167.517954086,141951.915410359,1.33349460100265,92.1530132775136,,121.218578175632,,,,,,,,3.35452432807978,28.0399074511889,,,,66.2390586606395,34.1627235668649,98.6640077285186,100.828345909067,,,1.5239686518277,,,100.917831210592,774.031048631968,11.6224873957142,102456.06576281,,,
36,a0b37e7,2009,461588.468156246,59.4975331506568,2002.56329477843,3.01748128930636,107395.519196228,1597521.90905943,1.75451527458334,73.4775979450535,22385447.8870808,74997717.4122598,52169737.6364529,1.14513454595911,330.378457422084,35.9664331283012,5.96577924463759,16498.6834469021,21.1551965686194,42.7158913187107,0.022583230804401,1.24314136799888,7.36573547533529,,11.7770649012235,34.982538598567,,,100.963481681081,21.6450912126131,53.1687397006743,88.2502207664503,93.7261588419419,27.3235068678703,18.9344992091784,0.60298891345159,0.009805894026567,0.403408870336421,97.1474472667417,547299.424785775,11.9158816167766,24557897.3242997,3.02105155834403,2.81200290835855,-1.53709126809687
37,2e5e810,2003,93537.8933542227,61.0621554091994,4484.49366141186,,123194.635434198,310380.552495863,1.87736169706546,72.6500818103373,61163017.7680082,84387605.6035609,21833446.289761,0.97956495086225,226.553380842029,-10.9248727475798,4.04183691803525,3043.25143820537,67.9521481676619,,4.14821926877291,20.9665142812217,21.0293814555542,18.7372372058513,3.43057134496258,19.9351526736641,,,,17.8281597728775,68.9072334318414,59.0722403124609,82.9323320187675,24.634369613892,0.889009736396187,14.6230726640087,0.049527391131379,0.806560239171864,90.1077934546543,77564.2021402104,2.24302011218243,45362413.1327557,2.16863174072226,27.2973753387677,0.101651941625724
38,3e049d7,2014,976562.392602888,,4956.06238540865,,93832.344259957,1210030.8237123,2.4758591385254,61.4776510006702,19124943.587674,54734404.1155698,34922143.0970239,1.44487659516373,,,,12438.5787927695,32.7295276578261,63.4382217352136,0.313807929731143,19.7394319614156,26.8331602608215,9.82694535708598,5.6449394254897,,92.9217241262566,,,,,66.2971461149958,94.0358351042115,25.6051264732063,25.5648194797642,2.83221762597028,1.1209213424095,1.70237005619309,86.0858195725879,487364.870083898,24.8387941300947,20130611.6892758,1.10272687064038,41.6363014380604,-0.129405425186836
39,c8e4701,2004,196797.870499045,2.61164809750591,1825.67378443665,,103250.978431189,320930.66811578,5.59358262711127,47.4814855670525,9517044.73537036,17838664.686784,8475071.11932398,1.75468047832027,257.259527273939,50.6141327507171,9.02716944035631,2652.7796858035,38.6944196694931,,1.09819778831795,9.00017367176425,14.4555592219785,,5.55362881642218,22.0364623394167,,,,12.8278064009526,64.7353468024487,19.2181795348021,77.433787932095,50.5473645549703,5.07353159749207,33.1025769366429,0.327454652739472,,51.933677563512,7562.69423998174,3.58757130830684,6385704.32543003,1.51745993663561,8.66693344454423,-2.17733809059471
40,0593aa0,2011,80.6317359145201,65.6564961515712,1027.42852096008,,171.912169388499,346.651195743928,2.18488224090176,73.2715814182649,66514.1122528382,103005.825424213,36952.5775705306,0.383455994192212,127.504329790544,99.8547032230927,196.400451937513,11093.4362424553,51.3582372064576,,1.63152137864141,115.243389682991,18.8576817986313,33.7849981543136,6.74673763391496,18.3014810995204,,,,40.6930480839397,26.8307446959582,98.8023485899277,98.3066978364466,23.2894381496249,19.3726569290438,3.29633049354915,,,87.9345055251509,250.967307453344,,,,13.1475466266463,0.36362943845111
41,ed9ad13,2011,1717589.54381337,50.4889605732602,5439.98250369989,,9891.169203727,2180775.19560024,2.90639192626148,72.3688114363091,5089836.47790934,28601501.4343606,23091262.459381,2.90263836112534,114.249499426657,93.2159681693689,4.96689096304301,47768.7404328333,29.5558955571718,,,,,13.1450730894757,2.4373579163516,42.0457375826887,,97.7491575379933,97.8184632856964,37.8619575329369,46.0516159328814,98.3756028631577,97.7648869268602,42.0877810763595,29.4153522836258,0,0.009990693113671,0.099499716205437,98.552643968316,492566.876070688,5.88309637083571,10611355.2290018,7.15916319085131,0,-0.456686410886582
42,ba2039a,2011,127465.989009445,21.4581143093494,3636.06963658566,,306465.598338129,643543.026391161,2.38087199172012,65.8002243579664,33732581.7516363,51347944.8089041,15864654.2455435,0.790353454998775,304.483941723462,-2.2390534222503,7.89520801731918,3950.86828361563,0.101962975657267,,0.637425894307818,7.60001187492265,,3.05613624574655,7.2572644018137,26.4881425168644,,,,32.6832634131332,52.5714636023468,78.4601211081624,78.5644465278985,40.5632516584464,2.85477870515866,5.19141722010459,0.049734214657645,,51.9727922369199,14309.6379562531,0.790698568725807,24159969.0016069,,3.47626082313599,-1.12563537048303
43,6.303E+087,2014,3848.89642811568,,2899.32248641708,,6871.27091682712,14978.1822598144,5.73706298615413,68.3667933956428,834974.697524824,1200143.25075251,382563.734394488,2.41200828694697,,,,2126.3248824174,27.7795809775007,28.7918338770077,7.33187388387586,207.239024117758,22.7746100684997,13.1448783270133,10.6689336714403,,,90.7522317409233,86.9290402974905,,,39.9809594223213,71.3370773866406,36.7960699328002,1.53785479018862,23.6878385159547,,,57.9335165159143,469.359845085065,3.2878234105939,267416.645915848,0.723949637593496,37.989016771143,-0.199546560051833
